CitationStrings,Univ-Department,Discipline,Mannual_ann,CitationStyle
"D'Costa, A. P., & Sridharan, E. (2004). Conclusion: Global Links, Domestic Market and Policy for Development. In A. P. D'Costa & E. Sridharan (Eds.), India in the Global Software Industry: Innovation, Firm Strategies and Development. New York: Palgrave Macmillian.",umich-sociology,Sociology,in_book,apa
"Debroy, B. (2008). Adjusting to a Knowledge Economy. In I. Pande (Ed.), Beyond Degrees: Finding Success in Higher Education. Noida: HarperCollins Publishers India.",umich-sociology,Sociology,in_book,apa
"DeLong, J. B. (2003). India since Independence: An Analytic Growth Narrative. In D. Rodrik (Ed.), In Search of Prosperity: Analytic Narratives on Economic Growth. Princeton, N.J: Princeton University Press.",umich-sociology,Sociology,in_book,apa
"Evans, P. B. (1997). State Structures, Government-Business Relations, and Economic Transformation. In S. Maxfield & B. R. Schneider (Eds.), Business and the State in Developing Countries. Ithaca, NY: Cornell University Press.",umich-sociology,Sociology,in_book,unknown
"Frank, A. G. (1972). The Development of Underdevelopment. In J. Cockcroft, A. G. Frank & D. Johnson (Eds.), Dependence and Underdevelopment: Latin America's Political Economy (pp. 3-17). New York: Anchor Books.",umich-sociology,Sociology,in_book,apa
"Gereffi, G. (2005). The Global Economy: Organization, Governance, and Development. In N. J. S. R. Swedberg (Ed.), The Handbook Of Economic Sociology, 2nd edition (pp. 160-182). Princeton N.J.: Princeton University Press.",umich-sociology,Sociology,in_book,unknown
"Guha, R. (2008). Crucibles of Modernity. In I. Pande (Ed.), Beyond Degrees: Finding Success in Higher Education. Noida: HarperCollins Publishers India.",umich-sociology,Sociology,in_book,apa
"Herring, R. (1999). Embedded Particularism: India's Failed Developmental State. In M. Woo-Cumings (Ed.), The Developmental State (pp. 306-334). Ithaca, N.Y.: Cornell University Press.",umich-sociology,Sociology,in_book,apa
"Howell, C. (2006). The State and the Reconstruction of Industrial Relations Institutions after Fordism: Britain and France Compared. In J. D. Levy (Ed.), The State after Statism: new state activities in the age of liberalization. Cambridge: Harvard University Press.",umich-sociology,Sociology,in_book,apa
"Jessop, B. (2007). Knowledge as a Fictitious Commodity: Insights and Limits of a Polanyian Perspective. In A. Bugra & M. Mendell (Eds.), Market Economy as a Political Project. Reading Karl Polanyi for The 21st Century. Basingstoke: Palgrave.",umich-sociology,Sociology,in_book,american-chemical-society-with-titles
"Levy, J. D. (2006). The State Also Rises: The roots of Contemporary State Activism. In J. D. Levy (Ed.), The State after Statism: new state activities in the age of liberalization (pp. xiii, 469 p.). Cambridge: Harvard University Press.",umich-sociology,Sociology,in_book,apa
"Manimala, M. J. (2008). Evolution of the Bangalore ICT Cluster: A stage theory based on the crystal growth model. In E. G. Carayannis & P. Formica (Eds.), Knowledge Matters: Technology, Innovation and Entrepreneurship in Innovation Networks and Knowledge Clusters. New York: Palgrave Macmillian.",umich-sociology,Sociology,in_book,apa
"Mirchandani, K., & Maitra, S. (2007). Learning Imperialism through training in transnational call centres. In T. Fenwick (Ed.), Educating the Global Workforce Knowledge Work, Knowledge Workers (pp. 154-164). London: Routledge.",umich-sociology,Sociology,in_book,apa
"Parthasarathi, A., & Joseph, K. J. (2004). Innovation Under Export Orientation. In A. P. D'Costa & E. Sridharan (Eds.), India in the Global Software Industry: Innovation, Firm Strategies and Development. New York: Palgrave Macmillian.",umich-sociology,Sociology,in_book,apa
"Patnaik, U. (1999). Commercialization under Colonial Conditions. In U. Patnaik (Ed.), The Long Transition: Essays on Political Economy. Delhi: Tulika Books.",umich-sociology,Sociology,in_book,apa
"Pitroda, S. (2008). Of Grades and Graduates. In I. Pande (Ed.), Beyond Degrees: Finding Success in Higher Education. Noida: HarperCollins Publishers India.",umich-sociology,Sociology,in_book,apa
"Spivak, G. (1988). Can the Subaltern Speak? In C. Nelson & L. Grossberg (Eds.), Marxism and the Interpretation of Culture. London: Macmillian.",umich-sociology,Sociology,in_book,apa
"Wade, R. (1990b). Industrial Policy in East Asia: Does it Lead or Follow the Market? In G. G. a. D. Wyman (Ed.), Manufacturing Miracles: Paths of Industrialization in Latin America and East Asia (pp. 231-266). Princeton, NJ: Princeton University Press.",umich-sociology,Sociology,in_book,apa
"Annunziata, J. (1997). Linking teacher evaluation and professional development. In: J. Stronge (Ed.). Evaluating teaching: A guide to current thinking and best practice. Thousand Oaks, CA, Corwin Press, 288-301.",usf-child-edu-literacy,Childhood Education and Literacy Studies,in_book,apa
"Bandura, A. (1994). Self-Efficacy. In V.S. Ramachaudran (Ed.), Encyclopedia of human Behavior, 4, 71-81. New York, NY: Academic Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,in_book,apa
"Conley, D. & Goldman, P. (1994). Ten propositions for facilitative leadership. In Murphy, J. & Louis, K.S. (Eds.). Reshaping the Principalship: Insights from transformational reform efforts (pp. 265-281). Thousand Oaks, CA: Corwin Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,in_book,apa
"Denzin, N. K., & Lincoln, Y. S. (2003). The landscape of qualitative research : theories and issues / editors, Norman K. Denzin, Yvonna S. Lincoln. Thousand Oaks, Calif. : Sage, c2003.",usf-child-edu-literacy,Childhood Education and Literacy Studies,in_book,apa
"Elmore, R. F., Abelmann, C. H., & Fuhrman, S. H. (1996). The New Accountability in State Education Reform: From Process to Performance. In H. F. Ladd (Ed.) , Holding schools accountable: Performance-based reform in education (pp. 65-98). Washington, D.C.: The Brookings Institution.",usf-child-edu-literacy,Childhood Education and Literacy Studies,in_book,apa
"Hoy, A.W., & Davis, H.A. (2006). Teacher self-efficacy and its influence on the achievement of adolescents. In Pajares, F., Urdan, T., Urdan, T.C. (Eds.), Self-efficacy beliefs of adolescents (pp. 117-137). Charlotte, NC: Information Age Publishing.",usf-child-edu-literacy,Childhood Education and Literacy Studies,in_book,apa
"Hunter, M. (1984). Knowing, teaching, and supervising. In P. Hosford (Ed.) Using What We Know About Teaching. Alexandria, VA: Association for Supervision and Curriculum Development.",usf-child-edu-literacy,Childhood Education and Literacy Studies,in_book,apa
"King, M.B. (2004). School-and district-level leadership for teacher workforce development: Enhancing teacher learning and capacity. In M.A. Smylie & D. Miretsky (Eds.) Developing the Teacher Workforce: 103rd Yearbook of the NSSE Part I (pp. 303-325).",usf-child-edu-literacy,Childhood Education and Literacy Studies,in_book,apa
"Locke, E. (1997). The motivation to work: What we know. In: M. Maehr & P. Pintrich (Eds). Advances in motivation and achievement, 10, 375-412. (Greenwich, CT, JAI Press),",usf-child-edu-literacy,Childhood Education and Literacy Studies,in_book,apa
"Louis, K.S., Krause, S.D., & Marks, H.M. (1996). School-wide professional community: Teachers' work, intellectual quality and commitment. In F.M. Newman and Associates (Eds.), Authentic achievement: Restructuring schools for intellectual quality (pp. 179-203). San Francisco: Jossey-Bass.",usf-child-edu-literacy,Childhood Education and Literacy Studies,in_book,apa
"Murphy, J. (1990). The reform of school administration: Pressures and calls for change. In J. Murphy (Ed.), The reform of American public education in the 1980's: Categories and cases (pp. 277-304). Berkeley, CA: McCutchan.",usf-child-edu-literacy,Childhood Education and Literacy Studies,in_book,apa
"Pace, S. (2012). Writing the self into research: Using grounded theory analytic strategies in autoethnography. TEXT Special Issues: Creativity: Cognitive, Social and Cultural Perspectives. McLoughlin, N. & Brien, D.L. (Eds.).",usf-child-edu-literacy,Childhood Education and Literacy Studies,in_book,apa
"Smyth, J. (1997). Is supervision more than the surveillance of instruction? In J. Glanz & R. Neville (Eds.) Educational supervision: Perspectives, issues, and controversies (pp. 285-298). Norwood, MA: Christopher-Gordon.",usf-child-edu-literacy,Childhood Education and Literacy Studies,in_book,apa
"Baddeley, A. D. (1995). Working memory. In et al., M. S. G., editor, Attention: Selection, awareness and control. A tribute to Donald Broadent, pages 755Ð784. Oxford University Press.",vtech-cs,Computer Science,in_book,unknown
"Clark,H.H.and Brennan,S.A. (1991). Grounding in communication. In Resnick,L., Levine, J., and Teasly, S., editors, Perspectives on socially shared cognition, pages 127Ð149. APA Books.",vtech-cs,Computer Science,in_book,apa
"Garfinkel, H. (1963). A conception of, and experiments with, ""trust"" as a condition of stable concerted actions. In Harvey, O., editor, Motivation and social interaction: cognitive approaches, pages 187Ð238. New York: Ronald Press.",vtech-cs,Computer Science,in_book,apa
"Jones,W. and Teevan, J. (2007). Introduction. In Jones, W. and Teevan, J., editors, Personal Information Management, pages 3Ð20. University of Washington Press.",vtech-cs,Computer Science,in_book,unknown
"Kelly, D. and Teevan, J. (2007). Understanding what works: Evaluating pim tools. In Jones, W. and Teevan, J., editors, Personal Information Management, pages 190Ð204. University of Washington Press.",vtech-cs,Computer Science,in_book,unknown
"Roda, C. (2011). Human attention in digital environments. In Roda, C., editor, Human Attention in Digital Environments, chapter Human attention and its implications for human computer interaction, pages 11Ð62. Cambridge University Press.",vtech-cs,Computer Science,in_book,apa
"Whittaker, S., Bellotti, V., and Gwizdka, J. (2007). Everything through email. In Jones, W. and Teevan, J., editors, Personal Information Management. University of Washington Press.",vtech-cs,Computer Science,in_book,apa
"Eagly, A. H., Wood, W., & Diekman, A. B. (2000). Social role theory of sex differences and similarities: A current appraisal. In T. Eckes & H. M. Trautner (Eds.), The developmental social psychology of gender (pp. 123-174). Mahwah, NJ: Erlbaum.",csu-hd,Human Development and Family Studies,in_book,apa
"Gibbs, G. R. (2007). Analyzing qualitative data. In U. Flick (Ed.) The Sage qualitative research kit (pp. 38-56). London: Sage Publications, 38-56.",csu-hd,Human Development and Family Studies,in_book,apa
"Hall, D. T. & Mirvis, P. M. (1996). The new protean career: Psychological success and the path with a heart. In Douglas T. Hall & associates (Eds.), The career is dead-long live the career: A relational approach to career (pp. 15-45). San Francisco, CA: Jossey-Bass.",csu-hd,Human Development and Family Studies,in_book,apa
"Hochschild, A. R. & Machung, A (1989). The second shift: Working parents and the revolution at home. New York, NY: Viking Press.",csu-hd,Human Development and Family Studies,in_book,harvard3
"Jones, B. (2012). Introduction: Women, work, and motherhood in American history. In Jones, B. (Ed.), Women who opt out (pp. 3-32). New York, NY: New York University Press.",csu-hd,Human Development and Family Studies,in_book,apa
"Kite, M. E., Deaux, K. & Haines, E. L. (2008). Gender stereotypes. In F. Denmark & M. Paludi (Eds.), Psychology of women: A handbook of issues and theories (2nd ed.) (pp. 205-236).Westport, CT: Praeger Publishers.",csu-hd,Human Development and Family Studies,in_book,apa
"Roulston, K. (2008). Conversational Interviewing. In L. Givens (Ed.), The SAGE encyclopedia of qualitative research methods (2nd ed.). Thousand Oaks, CA: Sage Publications. http://dx.doi.org/10.4135/9781412963909.",csu-hd,Human Development and Family Studies,in_book,apa
"Stone, P. & Hernandez, L. (2012). Toward a better understanding of professional women's decision to head home. In B. Jones (Ed.), Women who opt out: The debate over working mothers and work-family balance (pp. 33-56). New York, NY: NYU Press.",csu-hd,Human Development and Family Studies,in_book,apa
"Williams, J. & Dolkas, J. (2012). The Opt-Out Revolution Revisited. In B. Jones (Ed.), Women who opt out (pp. 151-170). New York, NY: New York University Press.",csu-hd,Human Development and Family Studies,in_book,apa
"Ramaswamy, V. et al. (2001), Radiative forcing of climate change, Climate Change 2001: The Scientific Basis. Contribution of Working Group I to the Third Assessment Report of the Intergovernmental Panel on Climate Change, (edited by J. T. Houghton et al.), pp. 349Ð416, Cambridge Univ. Press, Cambridge, U.K.",umd-mete,Meteorology,in_book,unknown
"Armitage, P. J. 2004, in Astrophysics and Space Science Library, Vol. 308, Supermassive Black Holes in the Distant Universe, ed. A. J. Barger, 89Ð+",psu-astro,Astrophysics,in_book,unknown
"Arnaud, K. A. 1996, in Astronomical Society of the Pacific Conference Series, Vol. 101, Astronomical Data Analysis Software and Systems V, ed. G. H. Jacoby & J. Barnes, 17Ð+",psu-astro,Astrophysics,in_book,unknown
"Barlow, T. A., Hamann, F., & Sargent, W. L. W. 1997, in Astronomical Society of the Pacific Conference Series, Vol. 128, Mass Ejection from Active Galactic Nuclei, ed. N. Arav, I. Shlosman, & R. J. Weymann, 13Ð+",psu-astro,Astrophysics,in_book,unknown
"Begelman, M. C. 1985, in Astrophysics of Active Galaxies and Quasi-Stellar Objects, ed. J. S. Miller, 411Ð452",psu-astro,Astrophysics,in_book,unknown
